"year","month","day","load"
2013,11,7,17214
2013,11,7,17203
2013,11,7,17578
2013,11,7,18731
2013,11,7,20353
2013,11,7,21006
2013,11,7,21834
2013,11,7,21997
2013,11,7,22246
2013,11,7,22111
2013,11,7,22210
2013,11,7,22409
2013,11,7,22615
2013,11,7,23010
2013,11,7,24237
2013,11,7,24806
2013,11,7,24360
2013,11,7,23903
2013,11,7,23208
2013,11,7,22184
2013,11,7,20663
2013,11,8,19394
2013,11,8,18294
2013,11,8,17725
2013,11,8,17743
2013,11,8,17754
2013,11,8,18057
2013,11,8,19018
2013,11,8,20562
2013,11,8,21121
2013,11,8,21823
2013,11,8,21757
2013,11,8,21689
2013,11,8,21378
2013,11,8,21532
2013,11,8,21559
2013,11,8,21615
2013,11,8,22073
2013,11,8,23578
2013,11,8,24235
2013,11,8,23870
2013,11,8,23284
2013,11,8,22750
2013,11,8,21993
2013,11,8,20444
2013,11,9,19329
2013,11,9,18319
2013,11,9,17661
2013,11,9,17561
2013,11,9,17483
2013,11,9,17734
2013,11,9,18376
2013,11,9,18787
2013,11,9,19074
2013,11,9,20063
2013,11,9,20416
2013,11,9,20704
2013,11,9,20243
2013,11,9,20356
2013,11,9,20301
2013,11,9,20220
2013,11,9,21067
2013,11,9,23108
2013,11,9,23842
2013,11,9,23293
2013,11,9,22655
2013,11,9,22095
2013,11,9,21367
2013,11,9,20070
2013,11,10,18929
2013,11,10,18047
2013,11,10,17334
2013,11,10,17178
2013,11,10,16934
2013,11,10,17182
2013,11,10,17557
2013,11,10,17775
2013,11,10,18176
2013,11,10,19093
2013,11,10,19473
2013,11,10,19913
2013,11,10,19898
2013,11,10,19652
2013,11,10,19766
2013,11,10,19891
2013,11,10,20719
2013,11,10,22788
2013,11,10,23331
2013,11,10,22951
2013,11,10,22458
2013,11,10,21804
2013,11,10,21088
2013,11,10,19589
2013,11,11,18428
2013,11,11,17571
2013,11,11,17110
2013,11,11,16935
2013,11,11,17043
2013,11,11,17361
2013,11,11,18582
2013,11,11,20407
2013,11,11,21263
2013,11,11,22170
2013,11,11,22608
2013,11,11,22616
2013,11,11,22311
2013,11,11,22395
2013,11,11,22643
2013,11,11,22693
2013,11,11,23374
2013,11,11,24752
2013,11,11,24925
2013,11,11,24509
2013,11,11,23826
2013,11,11,23072
2013,11,11,22061
2013,11,11,20403
2013,11,12,19282
2013,11,12,18428
2013,11,12,17890
2013,11,12,17644
2013,11,12,17702
2013,11,12,18023
2013,11,12,19155
2013,11,12,20857
2013,11,12,21752
2013,11,12,22560
2013,11,12,23013
2013,11,12,22939
2013,11,12,22575
2013,11,12,22665
2013,11,12,22870
2013,11,12,23011
2013,11,12,23613
2013,11,12,24927
2013,11,12,25262
2013,11,12,24789
2013,11,12,24040
2013,11,12,23607
2013,11,12,22524
2013,11,12,20862
2013,11,13,19474
2013,11,13,18716
2013,11,13,18205
2013,11,13,17756
2013,11,13,17965
2013,11,13,18390
2013,11,13,19537
2013,11,13,21026
2013,11,13,22000
2013,11,13,22835
2013,11,13,23247
2013,11,13,23368
2013,11,13,22874
2013,11,13,23238
2013,11,13,23546
2013,11,13,23481
2013,11,13,24124
2013,11,13,25323
2013,11,13,25463
2013,11,13,25023
2013,11,13,24508
2013,11,13,23804
2013,11,13,22750
2013,11,13,21259
2013,11,14,19941
2013,11,14,18917
2013,11,14,18330
2013,11,14,18144
2013,11,14,18228
2013,11,14,18344
2013,11,14,19787
2013,11,14,21343
2013,11,14,22148
2013,11,14,22953
2013,11,14,23433
2013,11,14,23579
2013,11,14,23482
2013,11,14,23379
2013,11,14,23641
2013,11,14,23885
2013,11,14,24356
2013,11,14,25602
2013,11,14,25814
2013,11,14,25340
2013,11,14,24720
2013,11,14,24168
2013,11,14,22876
2013,11,14,21266
2013,11,15,20004
2013,11,15,18946
2013,11,15,18523
2013,11,15,18294
2013,11,15,18381
2013,11,15,18751
2013,11,15,19921
2013,11,15,21426
2013,11,15,22287
2013,11,15,23079
2013,11,15,23263
2013,11,15,23434
2013,11,15,23001
2013,11,15,22997
2013,11,15,23182
2013,11,15,23456
2013,11,15,24064
2013,11,15,25688
2013,11,15,25606
2013,11,15,25267
2013,11,15,24427
2013,11,15,23935
2013,11,15,23122
2013,11,15,21683
2013,11,16,20796
2013,11,16,19400
2013,11,16,18526
2013,11,16,18484
2013,11,16,18325
2013,11,16,18594
2013,11,16,19102
2013,11,16,19442
2013,11,16,20127
2013,11,16,21257
2013,11,16,21844
2013,11,16,22326
2013,11,16,22100
2013,11,16,22213
2013,11,16,22225
2013,11,16,22617
2013,11,16,23525
2013,11,16,24813
2013,11,16,25021
2013,11,16,24553
2013,11,16,23807
2013,11,16,23160
2013,11,16,22482
2013,11,16,21019
2013,11,17,20024
2013,11,17,18928
2013,11,17,18314
2013,11,17,18016
2013,11,17,17835
2013,11,17,18273
2013,11,17,18545
2013,11,17,18886
2013,11,17,19274
2013,11,17,20325
2013,11,17,21012
2013,11,17,21429
2013,11,17,21599
2013,11,17,21342
2013,11,17,21666
2013,11,17,21966
2013,11,17,22868
2013,11,17,24164
2013,11,17,24371
2013,11,17,24060
2013,11,17,23550
2013,11,17,23026
2013,11,17,22185
2013,11,17,20526
2013,11,18,19534
2013,11,18,18745
2013,11,18,17977
2013,11,18,17652
2013,11,18,17824
2013,11,18,18335
2013,11,18,19400
2013,11,18,21271
2013,11,18,22187
2013,11,18,23120
2013,11,18,23578
2013,11,18,23852
2013,11,18,23436
2013,11,18,23318
2013,11,18,23468
2013,11,18,23539
2013,11,18,24107
2013,11,18,25753
2013,11,18,25878
2013,11,18,25379
2013,11,18,24591
2013,11,18,24197
2013,11,18,23072
2013,11,18,21484
2013,11,19,20163
2013,11,19,19189
2013,11,19,18539
2013,11,19,18355
2013,11,19,18200
2013,11,19,18682
2013,11,19,19810
2013,11,19,21467
2013,11,19,22403
2013,11,19,23549
2013,11,19,23842
2013,11,19,23899
2013,11,19,23517
2013,11,19,23560
2013,11,19,23670
2013,11,19,23963
2013,11,19,24735
2013,11,19,25962
2013,11,19,26276
2013,11,19,25714
2013,11,19,25205
2013,11,19,24579
2013,11,19,23362
2013,11,19,22042
2013,11,20,20803
2013,11,20,19511
2013,11,20,18701
2013,11,20,18670
2013,11,20,18528
2013,11,20,18963
2013,11,20,19781
2013,11,20,21730
2013,11,20,22703
2013,11,20,23514
2013,11,20,23812
2013,11,20,23665
2013,11,20,23539
2013,11,20,23517
2013,11,20,23796
2013,11,20,23858
2013,11,20,24435
2013,11,20,25926
2013,11,20,26163
2013,11,20,25568
2013,11,20,25096
2013,11,20,24392
2013,11,20,23368
2013,11,20,21676
2013,11,21,20620
2013,11,21,19331
2013,11,21,18942
2013,11,21,18689
2013,11,21,18491
2013,11,21,19120
2013,11,21,19948
2013,11,21,21640
2013,11,21,22376
2013,11,21,23162
2013,11,21,23366
2013,11,21,23317
2013,11,21,23053
2013,11,21,23121
2013,11,21,23167
2013,11,21,23220
2013,11,21,24211
2013,11,21,25532
2013,11,21,25406
2013,11,21,24892
2013,11,21,24369
2013,11,21,23870
2013,11,21,23029
2013,11,21,21436
2013,11,22,20348
2013,11,22,19368
2013,11,22,18856
2013,11,22,18656
2013,11,22,18527
2013,11,22,18875
2013,11,22,19804
2013,11,22,21629
2013,11,22,22369
2013,11,22,23424
2013,11,22,23648
2013,11,22,23800
2013,11,22,23336
2013,11,22,23322
2013,11,22,23520
2013,11,22,23852
2013,11,22,24565
2013,11,22,25652
2013,11,22,25707
2013,11,22,25126
2013,11,22,24662
2013,11,22,23900
2013,11,22,23059
2013,11,22,21754
2013,11,23,20421
2013,11,23,19497
2013,11,23,18628
2013,11,23,18350
2013,11,23,18243
2013,11,23,18492
2013,11,23,19130
2013,11,23,19601
2013,11,23,20199
2013,11,23,21525
2013,11,23,22218
2013,11,23,22556
2013,11,23,22473
2013,11,23,22263
2013,11,23,22428
2013,11,23,22585
2013,11,23,23383
2013,11,23,24938
2013,11,23,24909
2013,11,23,24311
2013,11,23,23559
2013,11,23,22989
2013,11,23,22434
2013,11,23,20995
2013,11,24,19902
2013,11,24,18765
2013,11,24,18151
2013,11,24,17966
2013,11,24,17836
2013,11,24,18117
2013,11,24,18330
2013,11,24,18690
2013,11,24,19057
2013,11,24,20208
2013,11,24,20745
2013,11,24,21277
2013,11,24,21337
2013,11,24,21343
2013,11,24,21584
2013,11,24,21844
2013,11,24,22846
2013,11,24,24276
2013,11,24,24278
2013,11,24,24030
2013,11,24,23480
2013,11,24,23048
2013,11,24,22268
2013,11,24,20628
2013,11,25,19745
2013,11,25,18815
2013,11,25,18017
2013,11,25,17978
2013,11,25,18049
2013,11,25,18374
2013,11,25,19630
2013,11,25,21488
2013,11,25,22440
2013,11,25,23510
2013,11,25,24118
2013,11,25,24187
2013,11,25,24083
2013,11,25,24023
2013,11,25,24188
2013,11,25,24180
2013,11,25,24917
2013,11,25,25771
2013,11,25,25772
2013,11,25,25265
2013,11,25,24452
2013,11,25,24205
2013,11,25,23063
2013,11,25,21247
2013,11,26,20170
2013,11,26,19129
2013,11,26,18516
2013,11,26,18668
2013,11,26,18556
2013,11,26,18982
2013,11,26,19808
2013,11,26,21618
2013,11,26,22771
2013,11,26,23768
2013,11,26,24158
2013,11,26,24229
2013,11,26,24246
2013,11,26,24138
2013,11,26,24488
2013,11,26,24776
2013,11,26,25476
2013,11,26,26486
2013,11,26,26484
2013,11,26,25840
2013,11,26,25254
2013,11,26,24688
2013,11,26,23734
2013,11,26,22109
2013,11,27,20800
2013,11,27,19704
2013,11,27,19376
2013,11,27,18970
2013,11,27,19056
2013,11,27,19461
2013,11,27,20606
2013,11,27,22314
2013,11,27,23353
2013,11,27,24293
2013,11,27,24536
2013,11,27,24834
2013,11,27,24614
2013,11,27,24485
2013,11,27,24805
2013,11,27,24828
2013,11,27,25497
2013,11,27,26649
2013,11,27,26707
2013,11,27,26203
2013,11,27,25516
2013,11,27,25009
2013,11,27,24161
2013,11,27,22318
2013,11,28,21363
2013,11,28,20222
2013,11,28,19787
2013,11,28,19461
2013,11,28,19579
2013,11,28,19858
2013,11,28,21006
2013,11,28,22714
2013,11,28,23711
2013,11,28,24656
2013,11,28,24751
2013,11,28,24811
2013,11,28,24695
2013,11,28,24632
2013,11,28,24734
2013,11,28,25095
2013,11,28,26206
2013,11,28,27037
2013,11,28,26940
2013,11,28,26401
2013,11,28,25798
2013,11,28,25164
2013,11,28,24249
2013,11,28,22832
2013,11,29,21463
2013,11,29,20269
2013,11,29,19630
2013,11,29,19502
2013,11,29,19721
2013,11,29,19851
2013,11,29,20766
2013,11,29,22488
2013,11,29,23435
2013,11,29,24396
2013,11,29,24575
2013,11,29,24928
2013,11,29,24644
2013,11,29,24708
2013,11,29,24655
2013,11,29,24899
2013,11,29,25762
2013,11,29,26787
2013,11,29,26451
2013,11,29,25878
2013,11,29,25219
2013,11,29,24715
2013,11,29,23792
2013,11,29,22599
2013,11,30,21448
2013,11,30,20161
2013,11,30,19473
2013,11,30,19289
2013,11,30,19173
2013,11,30,19437
2013,11,30,19967
2013,11,30,20306
2013,11,30,20801
2013,11,30,22212
2013,11,30,23053
2013,11,30,23534
2013,11,30,23195
2013,11,30,23022
2013,11,30,23226
2013,11,30,23244
2013,11,30,24391
2013,11,30,25725
2013,11,30,25526
2013,11,30,25027
2013,11,30,24584
2013,11,30,24228
2013,11,30,23259
2013,11,30,22008
2013,12,1,20882
2013,12,1,19685
2013,12,1,18976
2013,12,1,18788
2013,12,1,18633
2013,12,1,18787
2013,12,1,19307
2013,12,1,19471
2013,12,1,19895
2013,12,1,20917
2013,12,1,21672
2013,12,1,22087
2013,12,1,22126
2013,12,1,22209
2013,12,1,22201
2013,12,1,22313
2013,12,1,23474
2013,12,1,24795
2013,12,1,25191
2013,12,1,24822
2013,12,1,24183
2013,12,1,23888
2013,12,1,23213
2013,12,1,21463
2013,12,2,20326
2013,12,2,19560
2013,12,2,18886
2013,12,2,18466
2013,12,2,18685
2013,12,2,19093
2013,12,2,20128
2013,12,2,21956
2013,12,2,23084
2013,12,2,24166
2013,12,2,24523
2013,12,2,24781
2013,12,2,24521
2013,12,2,24567
2013,12,2,24695
2013,12,2,24870
2013,12,2,25722
2013,12,2,26669
2013,12,2,26685
2013,12,2,26197
2013,12,2,25479
2013,12,2,24880
2013,12,2,24072
2013,12,2,22379
2013,12,3,21051
2013,12,3,20139
2013,12,3,19803
2013,12,3,19512
2013,12,3,19642
2013,12,3,19987
2013,12,3,21048
2013,12,3,23063
2013,12,3,23920
2013,12,3,25015
2013,12,3,25241
2013,12,3,25238
2013,12,3,25134
2013,12,3,25010
2013,12,3,25204
2013,12,3,25268
2013,12,3,26367
2013,12,3,27512
2013,12,3,27395
2013,12,3,27018
2013,12,3,26479
2013,12,3,25833
2013,12,3,24739
2013,12,3,22965
2013,12,4,21740
2013,12,4,20852
2013,12,4,20213
2013,12,4,20051
2013,12,4,20145
2013,12,4,20459
2013,12,4,21526
2013,12,4,23078
2013,12,4,24041
2013,12,4,25122
2013,12,4,25182
2013,12,4,25221
2013,12,4,24836
2013,12,4,24811
2013,12,4,24811
2013,12,4,24810
2013,12,4,26026
2013,12,4,27110
2013,12,4,26997
2013,12,4,26536
2013,12,4,26020
2013,12,4,25387
2013,12,4,24332
2013,12,4,22681
2013,12,5,21438
2013,12,5,20634
2013,12,5,19999
2013,12,5,19772
2013,12,5,19881
2013,12,5,20095
2013,12,5,21287
2013,12,5,23068
2013,12,5,24111
2013,12,5,25232
2013,12,5,25429
2013,12,5,25485
2013,12,5,25207
2013,12,5,25227
2013,12,5,25571
2013,12,5,25903
2013,12,5,26504
2013,12,5,27354
2013,12,5,27187
2013,12,5,26555
2013,12,5,25978
2013,12,5,25430
2013,12,5,24387
2013,12,5,22869
2013,12,6,21495
2013,12,6,20477
2013,12,6,20032
2013,12,6,19777
2013,12,6,19829
2013,12,6,20187
2013,12,6,21206
2013,12,6,23076
2013,12,6,24146
2013,12,6,25160
2013,12,6,25539
2013,12,6,25552
2013,12,6,25328
2013,12,6,25281
2013,12,6,25426
2013,12,6,25641
2013,12,6,26541
2013,12,6,27241
2013,12,6,27031
2013,12,6,26408
2013,12,6,25704
2013,12,6,25241
2013,12,6,24348
2013,12,6,22816
2013,12,7,21639
2013,12,7,20607
2013,12,7,19969
2013,12,7,19746
2013,12,7,19759
2013,12,7,19886
2013,12,7,20400
2013,12,7,20873
2013,12,7,21580
2013,12,7,22944
2013,12,7,23681
2013,12,7,24033
2013,12,7,23958
2013,12,7,23852
2013,12,7,24016
2013,12,7,24328
2013,12,7,25310
2013,12,7,26499
2013,12,7,26459
2013,12,7,25909
2013,12,7,25085
2013,12,7,24711
2013,12,7,24019
2013,12,7,22587
2013,12,8,21349
2013,12,8,20226
2013,12,8,19588
2013,12,8,19371
2013,12,8,19148
2013,12,8,19567
2013,12,8,19796
2013,12,8,20254
2013,12,8,20742
2013,12,8,22000
2013,12,8,22695
2013,12,8,23252
2013,12,8,23222
2013,12,8,23291
2013,12,8,23373
2013,12,8,23653
2013,12,8,24567
2013,12,8,25899
2013,12,8,25830
2013,12,8,25752
2013,12,8,25192
2013,12,8,24689
2013,12,8,23919
2013,12,8,22423
2013,12,9,21267
2013,12,9,20280
2013,12,9,19684
2013,12,9,19385
2013,12,9,19514
2013,12,9,19872
2013,12,9,20998
2013,12,9,23166
2013,12,9,24308
2013,12,9,25534
2013,12,9,26024
2013,12,9,26288
2013,12,9,25938
2013,12,9,26136
2013,12,9,26256
2013,12,9,26503
2013,12,9,27297
2013,12,9,27984
2013,12,9,27552
2013,12,9,27036
2013,12,9,26476
2013,12,9,25975
2013,12,9,24890
2013,12,9,23257
2013,12,10,21888
2013,12,10,20948
2013,12,10,20281
2013,12,10,20143
2013,12,10,19895
2013,12,10,20345
2013,12,10,21373
2013,12,10,23346
2013,12,10,24723
2013,12,10,25755
2013,12,10,26156
2013,12,10,26620
2013,12,10,26214
2013,12,10,26445
2013,12,10,26308
2013,12,10,26535
2013,12,10,27469
2013,12,10,28245
2013,12,10,28336
2013,12,10,27810
2013,12,10,27241
2013,12,10,26661
2013,12,10,25812
2013,12,10,24266
2013,12,11,22918
2013,12,11,21743
2013,12,11,21272
2013,12,11,21008
2013,12,11,21099
2013,12,11,21489
2013,12,11,22514
2013,12,11,24412
2013,12,11,25662
2013,12,11,26855
2013,12,11,27098
2013,12,11,27178
2013,12,11,26924
2013,12,11,26841
2013,12,11,27051
2013,12,11,27260
2013,12,11,28296
2013,12,11,29085
2013,12,11,29037
2013,12,11,28438
2013,12,11,27799
2013,12,11,27162
2013,12,11,26146
2013,12,11,24433
2013,12,12,23148
2013,12,12,22004
2013,12,12,21418
2013,12,12,21249
2013,12,12,21199
2013,12,12,21703
2013,12,12,22505
2013,12,12,24566
2013,12,12,25706
2013,12,12,26561
2013,12,12,27057
2013,12,12,27142
2013,12,12,26873
2013,12,12,26768
2013,12,12,26706
2013,12,12,26928
2013,12,12,27832
2013,12,12,28770
2013,12,12,28602
2013,12,12,27983
2013,12,12,27353
2013,12,12,26792
2013,12,12,25932
2013,12,12,24190
2013,12,13,22913
2013,12,13,21759
2013,12,13,21278
2013,12,13,21051
2013,12,13,21027
2013,12,13,21263
2013,12,13,22430
2013,12,13,24119
2013,12,13,25543
2013,12,13,26421
2013,12,13,26779
2013,12,13,26892
2013,12,13,26561
2013,12,13,26517
2013,12,13,26546
2013,12,13,26605
2013,12,13,27420
2013,12,13,28306
2013,12,13,27992
2013,12,13,27535
2013,12,13,26879
2013,12,13,26203
2013,12,13,25298
2013,12,13,23765
2013,12,14,22644
2013,12,14,21601
2013,12,14,20885
2013,12,14,20430
2013,12,14,20519
2013,12,14,20587
2013,12,14,20916
2013,12,14,21557
2013,12,14,22373
2013,12,14,23763
2013,12,14,24542
2013,12,14,24953
2013,12,14,24703
2013,12,14,24508
2013,12,14,24461
2013,12,14,24656
2013,12,14,25900
2013,12,14,27007
2013,12,14,26838
2013,12,14,26316
2013,12,14,25765
2013,12,14,25420
2013,12,14,24492
2013,12,14,23082
2013,12,15,22094
2013,12,15,20911
2013,12,15,20472
2013,12,15,20085
2013,12,15,19959
2013,12,15,20151
2013,12,15,20358
2013,12,15,20889
2013,12,15,21447
2013,12,15,22689
2013,12,15,23479
2013,12,15,23907
2013,12,15,23912
2013,12,15,23786
2013,12,15,23798
2013,12,15,23968
2013,12,15,25301
2013,12,15,26760
2013,12,15,26593
2013,12,15,26469
2013,12,15,25798
2013,12,15,25354
2013,12,15,24650
2013,12,15,23015
2013,12,16,21884
2013,12,16,20843
2013,12,16,20380
2013,12,16,20049
2013,12,16,20077
2013,12,16,20501
2013,12,16,21621
2013,12,16,23617
2013,12,16,24942
2013,12,16,26225
2013,12,16,26685
2013,12,16,26840
2013,12,16,26424
2013,12,16,26410
2013,12,16,26488
2013,12,16,26702
2013,12,16,27428
2013,12,16,28352
2013,12,16,27975
2013,12,16,27527
2013,12,16,26965
2013,12,16,26267
2013,12,16,25304
2013,12,16,23884
2013,12,17,22247
2013,12,17,21213
2013,12,17,20489
2013,12,17,20366
2013,12,17,20422
2013,12,17,20810
2013,12,17,21908
2013,12,17,23665
2013,12,17,24881
2013,12,17,25890
2013,12,17,26137
2013,12,17,26174
2013,12,17,25960
2013,12,17,25762
2013,12,17,25882
2013,12,17,26052
2013,12,17,26757
2013,12,17,27849
2013,12,17,27884
2013,12,17,27149
2013,12,17,26722
2013,12,17,26071
2013,12,17,25093
2013,12,17,23559
2013,12,18,22128
2013,12,18,21148
2013,12,18,20542
2013,12,18,20412
2013,12,18,20467
2013,12,18,20779
2013,12,18,21906
2013,12,18,23944
2013,12,18,25150
2013,12,18,26184
2013,12,18,26503
2013,12,18,26239
2013,12,18,25884
2013,12,18,25725
2013,12,18,25906
2013,12,18,25891
2013,12,18,26814
2013,12,18,28204
2013,12,18,28011
2013,12,18,27477
2013,12,18,26988
2013,12,18,26319
2013,12,18,25388
2013,12,18,23666
2013,12,19,22480
2013,12,19,21274
2013,12,19,20656
2013,12,19,20533
2013,12,19,20628
2013,12,19,20905
2013,12,19,21885
2013,12,19,23871
2013,12,19,25117
2013,12,19,25992
2013,12,19,26244
2013,12,19,26284
2013,12,19,25920
2013,12,19,25804
2013,12,19,25824
2013,12,19,25874
2013,12,19,26843
2013,12,19,27616
2013,12,19,27295
2013,12,19,26836
2013,12,19,26219
2013,12,19,25626
2013,12,19,24818
2013,12,19,23342
2013,12,20,22260
2013,12,20,21301
2013,12,20,20448
2013,12,20,20276
2013,12,20,20309
2013,12,20,20507
2013,12,20,21538
2013,12,20,23351
2013,12,20,24662
2013,12,20,25761
2013,12,20,26031
2013,12,20,26188
2013,12,20,26009
2013,12,20,25996
2013,12,20,25995
2013,12,20,26006
2013,12,20,26714
2013,12,20,27602
2013,12,20,27426
2013,12,20,26978
2013,12,20,26318
2013,12,20,25607
2013,12,20,24809
2013,12,20,23361
2013,12,21,22081
2013,12,21,20891
2013,12,21,20334
2013,12,21,20132
2013,12,21,19967
2013,12,21,20289
2013,12,21,20755
2013,12,21,21259
2013,12,21,22069
2013,12,21,23580
2013,12,21,24402
2013,12,21,24712
2013,12,21,24640
2013,12,21,24340
2013,12,21,24325
2013,12,21,24455
2013,12,21,25376
2013,12,21,26453
2013,12,21,26400
2013,12,21,25947
2013,12,21,25360
2013,12,21,24730
2013,12,21,23912
2013,12,21,22608
2013,12,22,21486
2013,12,22,20243
2013,12,22,19668
2013,12,22,19364
2013,12,22,19286
2013,12,22,19475
2013,12,22,19896
2013,12,22,20330
2013,12,22,20853
2013,12,22,22067
2013,12,22,22565
2013,12,22,22849
2013,12,22,22758
2013,12,22,22621
2013,12,22,22551
2013,12,22,22639
2013,12,22,23745
2013,12,22,25665
2013,12,22,25775
2013,12,22,25488
2013,12,22,25051
2013,12,22,24576
2013,12,22,23776
2013,12,22,22251
2013,12,23,21070
2013,12,23,19933
2013,12,23,19450
2013,12,23,19137
2013,12,23,19114
2013,12,23,19570
2013,12,23,20664
2013,12,23,22788
2013,12,23,24166
2013,12,23,25143
2013,12,23,25649
2013,12,23,25677
2013,12,23,25410
2013,12,23,25478
2013,12,23,25507
2013,12,23,25657
2013,12,23,26338
2013,12,23,27252
2013,12,23,27183
2013,12,23,26580
2013,12,23,25915
2013,12,23,25430
2013,12,23,24510
2013,12,23,22515
2013,12,24,21374
2013,12,24,20452
2013,12,24,19509
2013,12,24,19640
2013,12,24,19464
2013,12,24,19889
2013,12,24,20885
2013,12,24,22833
2013,12,24,24033
2013,12,24,24922
2013,12,24,24949
2013,12,24,24940
2013,12,24,24736
2013,12,24,24574
2013,12,24,24734
2013,12,24,24963
2013,12,24,25864
2013,12,24,26914
2013,12,24,26903
2013,12,24,26319
2013,12,24,25926
2013,12,24,25465
2013,12,24,24567
2013,12,24,22696
2013,12,25,21322
2013,12,25,20343
2013,12,25,19788
2013,12,25,19457
2013,12,25,19558
2013,12,25,19842
2013,12,25,20902
2013,12,25,22636
2013,12,25,23842
2013,12,25,24732
2013,12,25,24924
2013,12,25,25062
2013,12,25,24687
2013,12,25,24390
2013,12,25,24624
2013,12,25,24655
2013,12,25,25584
2013,12,25,26637
2013,12,25,26653
2013,12,25,25994
2013,12,25,25809
2013,12,25,25242
2013,12,25,24225
2013,12,25,22665
2013,12,26,21270
2013,12,26,20172
2013,12,26,19512
2013,12,26,19399
2013,12,26,19358
2013,12,26,19679
2013,12,26,20552
2013,12,26,22644
2013,12,26,23642
2013,12,26,24520
2013,12,26,24792
2013,12,26,24789
2013,12,26,24256
2013,12,26,24147
2013,12,26,24217
2013,12,26,24494
2013,12,26,25375
2013,12,26,26696
2013,12,26,26842
2013,12,26,26332
2013,12,26,25546
2013,12,26,25193
2013,12,26,24249
2013,12,26,22576
2013,12,27,21458
2013,12,27,20214
2013,12,27,19656
2013,12,27,19183
2013,12,27,19194
2013,12,27,19533
2013,12,27,20719
2013,12,27,22396
2013,12,27,23411
2013,12,27,24648
2013,12,27,24965
2013,12,27,25071
2013,12,27,24693
2013,12,27,24686
2013,12,27,24706
2013,12,27,24816
2013,12,27,25570
2013,12,27,26350
2013,12,27,26293
2013,12,27,25838
2013,12,27,25184
2013,12,27,24781
2013,12,27,24010
2013,12,27,22533
2013,12,28,21306
2013,12,28,20113
2013,12,28,19594
2013,12,28,19168
2013,12,28,19193
2013,12,28,19310
2013,12,28,19854
2013,12,28,20482
2013,12,28,21243
2013,12,28,22669
2013,12,28,23415
2013,12,28,23779
2013,12,28,23524
2013,12,28,23455
2013,12,28,23490
2013,12,28,23569
2013,12,28,24335
2013,12,28,25825
2013,12,28,25941
2013,12,28,25360
2013,12,28,24877
2013,12,28,24381
2013,12,28,23798
2013,12,28,22467
2013,12,29,21133
2013,12,29,19915
2013,12,29,19165
2013,12,29,18804
2013,12,29,18779
2013,12,29,18955
2013,12,29,19347
2013,12,29,19878
2013,12,29,20230
2013,12,29,21364
2013,12,29,22096
2013,12,29,22562
2013,12,29,22408
2013,12,29,22460
2013,12,29,22422
2013,12,29,22777
2013,12,29,23722
2013,12,29,25006
2013,12,29,25345
2013,12,29,25004
2013,12,29,24597
2013,12,29,24230
2013,12,29,23366
2013,12,29,22086
2013,12,30,20864
2013,12,30,19610
2013,12,30,18984
2013,12,30,18679
2013,12,30,18655
2013,12,30,18997
2013,12,30,19847
2013,12,30,21270
2013,12,30,22179
2013,12,30,23550
2013,12,30,24164
2013,12,30,24468
2013,12,30,24241
2013,12,30,24176
2013,12,30,24238
2013,12,30,24457
2013,12,30,25147
2013,12,30,26128
2013,12,30,26410
2013,12,30,25830
2013,12,30,25171
2013,12,30,24830
2013,12,30,24222
2013,12,30,22616
2013,12,31,21163
2013,12,31,19731
2013,12,31,19101
2013,12,31,18602
2013,12,31,18692
2013,12,31,18896
2013,12,31,19626
2013,12,31,20689
2013,12,31,21422
2013,12,31,22701
2013,12,31,23570
2013,12,31,23765
2013,12,31,23780
2013,12,31,23704
2013,12,31,23596
2013,12,31,23902
2013,12,31,24792
2013,12,31,25986
2013,12,31,26080
2013,12,31,25593
2013,12,31,24953
2013,12,31,24406
2013,12,31,23731
2013,12,31,22719
2014,1,1,21398
2014,1,1,20586
2014,1,1,19665
2014,1,1,19107
2014,1,1,18453
2014,1,1,18072
2014,1,1,17911
2014,1,1,17565
2014,1,1,17480
2014,1,1,18276
2014,1,1,19014
2014,1,1,19898
2014,1,1,20325
2014,1,1,20406
2014,1,1,20506
2014,1,1,20640
2014,1,1,21383
2014,1,1,22506
2014,1,1,22545
2014,1,1,22342
2014,1,1,22126
2014,1,1,21858
2014,1,1,21454
2014,1,1,20411
2014,1,2,19573
2014,1,2,18556
2014,1,2,17946
2014,1,2,17556
2014,1,2,17636
2014,1,2,17756
2014,1,2,18283
2014,1,2,18771
2014,1,2,19464
2014,1,2,20806
2014,1,2,21844
2014,1,2,22679
2014,1,2,22749
2014,1,2,22555
2014,1,2,22744
2014,1,2,22669
2014,1,2,23469
2014,1,2,24447
2014,1,2,24314
2014,1,2,24027
2014,1,2,23535
2014,1,2,23172
2014,1,2,22685
2014,1,2,21388
2014,1,3,20345
2014,1,3,19311
2014,1,3,18516
2014,1,3,18232
2014,1,3,18125
2014,1,3,18334
2014,1,3,18977
2014,1,3,19596
2014,1,3,20371
2014,1,3,21768
2014,1,3,22614
2014,1,3,23241
2014,1,3,23316
2014,1,3,23326
2014,1,3,23173
2014,1,3,23230
2014,1,3,23850
2014,1,3,24954
2014,1,3,24979
2014,1,3,24572
2014,1,3,23936
2014,1,3,23582
2014,1,3,23039
2014,1,3,21749
2014,1,4,20766
2014,1,4,19378
2014,1,4,18677
2014,1,4,18495
2014,1,4,18318
2014,1,4,18491
2014,1,4,18874
2014,1,4,19427
2014,1,4,20050
2014,1,4,21380
