,prediction,real
588,182.03383,400.22381068337586
589,184.9754,480.67552154099104
590,255.36125,659.6598694952141
591,312.49042,1038.2930797949502
592,383.0858,847.7791389770001
593,290.79462,566.8732863584247
594,275.58353,593.3610500904562
595,239.55916,256.8397734321029
596,239.5672,434.01053008075917
597,300.43726,326.28490541219816
598,342.55823,407.05973774082304
599,394.57303,276.8895532612068
600,442.82123,1142.6194532549898
601,56.047295,386.93474697113714
602,132.00018,264.1720764841522
603,132.62155,418.36311521452916
604,195.11519,335.51298902040384
605,238.19841,448.01061079039397
606,298.6379,803.0419158242948
607,186.89975,433.1054682591889
608,162.4453,78.80462770681406
609,108.87381,115.96041751030798
610,104.37525,313.2041149566841
611,216.3688,374.43984612486986
612,379.45425,353.878630932657
613,477.16766,541.2357591277741
614,221.96358,412.7436512799391
615,277.30484,587.6911142866
616,226.2831,271.3299187644693
617,252.73795,455.8283509611337
618,430.6101,644.890926670727
619,672.3903,832.5677891379381
620,702.12396,876.79455562249
621,361.2497,699.7812477327988
622,343.71268,626.5535542667748
623,248.43515,632.67057744335
624,233.20734,702.5823454374382
625,437.5489,438.6368596757437
626,710.3324,503.6427387469038
627,751.7558,411.9729606090042
628,318.82828,141.96039125291892
629,179.9354,480.3299237357448
630,-28.141651,489.86295999143283
631,-91.611626,856.2281661632632
632,83.51441,828.3027241416419
633,394.25986,1026.19552067099
634,453.32654,1443.12947231793
635,24.546097,662.5369825977882
636,-105.66424,860.7807137679788
637,-261.07983,837.3333066076929
638,-401.2957,-86.33868664214218
639,-297.92245,-10.099630004584421
640,-132.73007,3.5867389464123525
641,-16.345604,273.0828795291088
642,-237.07036,121.92709569194896
643,-181.2558,296.85583357171475
644,-234.44055,90.01457237905532
645,-188.76408,148.53680041714912
646,-132.12527,79.58331973000159
647,-32.22173,290.98341023487086
648,90.53158,440.3888627587328
649,-55.738403,220.63196415993693
650,37.415287,287.03050992802486
651,193.67453,462.78915886855003
652,-93.906906,-259.07651580371004
653,33.150597,172.80029544469215
654,150.75764,546.555815441514
655,256.8896,201.646794523313
656,145.54805,93.57961929907823
657,181.09418,-256.8729979212551
658,205.33165,119.86595142860403
659,192.97774,-46.753267409828894
660,279.90552,162.29448603193612
661,341.85382,877.7355988560382
662,396.4142,743.630609709371
663,315.62698,724.1978265045119
664,318.98532,397.0625168707679
665,306.77048,384.0825038293781
666,294.0966,595.5504228567122
667,338.46542,647.6853931038543
668,322.2046,639.1041499917919
669,258.71497,491.4424666823278
670,167.47803,317.97387450732987
671,71.034584,430.3441356235529
672,-38.970493,147.04937561519986
673,-74.8163,537.9150926293662
674,-23.063236,519.66174430792
675,-30.152884,542.1920006877801
676,107.56928,494.3085563244451
677,120.158295,820.5458333279112
678,108.927086,412.39843389224495
679,61.00119,341.78888253243014
680,62.213875,551.1887789385081
681,134.29842,318.8002735342811
682,141.58057,228.42155516788398
683,286.6117,356.4004224120358
684,311.11508,645.5379105606298
685,228.57404,1067.0201673322
686,140.00175,968.2463408611849
687,93.73195,779.4629865250791
688,94.87959,1131.41125280492
689,115.09537,409.01583179886813
690,235.66245,478.1507907753659
691,273.65747,734.112683521977
692,165.71768,745.7596793295788
693,94.87866,674.1981607794156
694,51.534954,715.7703579194688
695,68.70771,756.850461551703
696,113.96152,686.1884833539963
697,198.41423,812.8537508793949
698,334.56006,995.179128999255
699,334.35593,925.06345327012
700,328.1181,1004.0230869661704
701,239.91505,1018.6371767714899
702,209.9569,872.492863272872
703,247.18436,889.4029772018281
704,293.89093,802.6804694222537
705,429.85678,1304.23490561654
706,456.26083,1359.4060010373603
707,429.54672,1204.5320492671397
708,577.45917,1556.9039393979504
709,545.8568,1369.96889229078
710,621.5269,1657.03284746887
711,603.82947,1633.96361811713
712,678.88586,1679.5009917457403
713,573.376,1563.0227858490402
714,583.334,1545.72638841439
715,493.25815,1210.66212550892
716,555.4979,1301.4125584650506
717,542.14813,666.2238172612359
718,530.4048,1069.3082569710703
719,656.1778,1234.30891507478
720,538.7529,1035.0698021497503
721,574.72034,1191.8394625147203
722,418.18216,992.7089408803789
723,586.5093,1313.07401515512
724,535.1372,643.5659712550112
725,570.28467,452.9791502985462
726,737.1534,1136.7732851322799
727,669.4167,637.9081520138047
728,618.6707,443.503123349806
729,424.13934,246.82558472398713
