"RMSE_k_fold","Rsquare_k_fold","MAE_k_fold","index"
437.321775700875,0.925837142044417,373.573645352308,728
426.7588062569,0.961494852365136,340.041381600948,729
407.81236571724,0.924609862045703,331.53055057079,730
350.327367104022,0.965812349401463,268.105270373649,731
396.348176031237,0.953803490289601,300.764703237594,732
440.998628799827,0.950648811320995,351.093106011543,733
452.107836597594,0.944366423343032,360.99546288241,734
350.75244106743,0.964387967797992,276.096624723982,735
359.993432620924,0.972302118567617,281.261198142538,736
364.684178032454,0.957423625157292,287.458975231278,737
351.093986910692,0.97178603221147,282.58198037295,738
339.226046488261,0.974287884929548,278.476394046283,739
428.021731479221,0.944296530276493,346.670530530796,740
372.360060224514,0.96775771958737,284.20582639928,741
348.297788186548,0.971066060346147,267.870665538658,742
475.218926843012,0.925691946835532,388.092439813019,743
404.555005043229,0.95510925708471,305.16193407543,744
468.79615094313,0.95566558241557,367.56566122855,745
379.373894353936,0.968403646268598,297.970514177012,746
369.111145594382,0.971224669374016,287.274100116227,747
386.369249238329,0.963659844968906,310.466335169523,748
344.948958478616,0.960709009101845,272.346758223561,749
345.074811836513,0.967359027896924,289.750432164927,750
423.726074244777,0.959983741267812,336.618935606564,751
390.027150846909,0.94466695928557,330.743816892974,752
494.313457613027,0.923516476170264,399.436780978133,753
354.041209274345,0.960938046243079,283.972996650846,754
373.299397522286,0.968801390220803,286.177797650371,755
321.847601821235,0.975054447148361,249.907276796545,756
419.355048857265,0.932291443266569,355.231448396679,757
383.751196923453,0.971180414171834,295.534920077691,758
485.591786127497,0.945469869688332,372.739485355375,759
368.486452004431,0.973486755584488,286.842792033461,760
431.139319925645,0.956767484390402,346.207799937803,761
322.981186487619,0.976425173973236,253.703578115335,762
333.78906896158,0.976718145250737,269.299129004844,763
362.935666796046,0.953290999262592,297.418889454964,764
371.67894787782,0.972609187979599,288.572686563532,765
375.695075634569,0.97092131194603,297.371470487119,766
345.00522007555,0.972614520690096,273.341435810416,767
342.565444899946,0.961776245854228,278.668683306605,768
381.950830010979,0.940260601611982,310.240998116335,769
392.334691211973,0.96489080539308,322.365610914313,770
364.531359025451,0.95776599244157,286.941428785515,771
643.132064791397,0.880594878008409,494.899132367687,772
485.693131910291,0.96619721405475,375.844250475528,773
346.330982075832,0.959761818841596,277.140994182214,774
402.02352346506,0.970526020064817,325.932533205427,775
445.626034983328,0.927417551919022,350.382346307585,776
406.539036684371,0.966794800975009,323.727082667957,777
478.647159088709,0.945343819397642,383.728386734187,778
404.469615126264,0.940400350827346,310.695909419503,779
358.876671881271,0.961636260290595,290.545425363032,780
400.830241818029,0.961135625096593,309.998736599154,781
364.736157900602,0.970295892470423,281.537112928291,782
401.469995410299,0.95664236129237,326.091265426836,783
347.558118349748,0.971869319901679,283.687672220858,784
327.564671549381,0.979639922042865,267.738699541464,785
364.437429762274,0.962955905909127,299.598608219977,786
493.094114714767,0.936192564227777,390.615193958876,787
352.670470975644,0.978147385310402,281.298745441198,788
370.583767011225,0.972791826154937,288.35868808619,789
496.677165877,0.940065431510644,373.168823998178,790
409.535349265888,0.924552692374969,324.986577702731,791
370.085445977526,0.967249894526093,294.406252802593,792
425.241718538288,0.958615648402565,335.281099875627,793
370.113100907487,0.954650352199194,310.780248551891,794
419.188743124229,0.932021892706541,355.573629250919,795
358.456656629194,0.961241468486873,279.52464536528,796
398.800628948609,0.940143243883255,329.897809951125,797
420.422813483729,0.961344966921798,338.256196458493,798
458.681891500277,0.9199143208208,374.656764099334,799
468.522200490619,0.943181516300667,382.389409615455,800
370.938699143026,0.966143458124854,292.790202953047,801
429.347634142951,0.931611991408455,350.155881655324,802
440.864274984305,0.938314374136151,364.8452096017,803
405.364868095541,0.948393705071208,313.534714927968,804
354.744405190374,0.969914874882922,274.860280090997,805
436.626458468516,0.948741100764294,347.846253864101,806
362.442056706007,0.970904344809132,279.333858734222,807
350.590712821739,0.961319860473031,279.466864858316,808
380.263151439581,0.972653214947222,295.66120954322,809
415.274614818558,0.962714077979493,328.326025390867,810
441.275420380044,0.947089426179147,363.779204272032,811
415.45337413921,0.963513141698254,324.979130503295,812
563.658317440844,0.947139453923641,427.821489170074,813
443.326392060398,0.930336785709854,380.495461138491,814
451.899583778943,0.959736192979168,360.722905250572,815
440.641572897303,0.951683379752288,345.673439866929,816
378.747742616971,0.952310492334234,301.766286094984,817
