"year","month","day","wday","temp","HD","CD","HD_2","CD_2","HD_3","CD_3","HD_m1","HD_m2","CD_m1","CD_m2","temp_m1","temp_m2","jan","feb","mar","apr","mai","jun","jul","aug","sep","okt","nov","we","ToD","mon","tue","wed","thu","fri","sat","mid_load"
2013,1,"WD","Do",-2.04803148287814,20.3480314828781,0,414.0423852282,0,8424.94748986932,0,-0.584317614571634,-5.74465858626417,0,0,-0.584317614571634,-5.74465858626417,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3321.17054794521
2013,1,"WD","Fr",-3.40798053293167,21.7079805329317,0,471.236418818141,0,10229.5910061127,0,-2.04803148287814,-0.584317614571634,0,0,-2.04803148287814,-0.584317614571634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3255.54554794521
2013,1,"WE","Sa",-2.2419804101674,20.5419804101674,0,421.972959171701,0,8668.16026092546,0,-3.40798053293167,-2.04803148287814,0,0,-3.40798053293167,-2.04803148287814,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1722.25388127854
2013,1,"WE","So",-3.04449384133872,21.3444938413387,0,455.587417342947,0,9724.28282366791,0,-2.2419804101674,-3.40798053293167,0,0,-2.2419804101674,-3.40798053293167,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1413.58721461187
2013,1,"WD","Mo",-1.32553960235636,19.6255396023564,0,385.161804683658,0,7559.00825113422,0,-3.04449384133872,-2.2419804101674,0,0,-3.04449384133872,-2.2419804101674,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2771.87888127854
2013,1,"WD","Di",-1.62262046999766,19.9226204699977,0,396.91080639157,0,7907.50335618001,0,-1.32553960235636,-3.04449384133872,0,0,-1.32553960235636,-3.04449384133872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2769.92054794521
2013,1,"WD","Mi",-4.82282719306337,23.1228271930634,0,534.665137400271,0,12362.969578262,0,-1.62262046999766,-1.32553960235636,0,0,-1.62262046999766,-1.32553960235636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3093.29554794521
2013,1,"WD","Do",-7.83578277919484,26.1357827791948,0,683.079141481258,0,17852.808062753,0,-4.82282719306337,-1.62262046999766,0,0,-4.82282719306337,-1.62262046999766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3242.71221461187
2013,1,"WD","Fr",-9.73695594417817,28.0369559441782,0,786.070898615787,0,22039.0351534915,0,-7.83578277919484,-4.82282719306337,0,0,-7.83578277919484,-4.82282719306337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3716.54554794521
2013,1,"WE","Sa",-12.6473269855091,30.9473269855091,0,957.737047548018,0,29639.4015766046,0,-9.73695594417817,-7.83578277919484,0,0,-9.73695594417817,-7.83578277919484,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3028.75388127854
2013,1,"WE","So",-10.9312558122732,29.2312558122732,0,854.466316362557,0,24977.1234765646,0,-12.6473269855091,-9.73695594417817,0,0,-12.6473269855091,-9.73695594417817,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2776.00388127854
2013,1,"WD","Mo",-7.82914444126581,26.1291444412658,0,682.732189232532,0,17839.2079871584,0,-10.9312558122732,-12.6473269855091,0,0,-10.9312558122732,-12.6473269855091,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4137.87888127854
2013,1,"WD","Di",-5.41311843900509,23.7131184390051,0,562.311986102283,0,13334.1707261156,0,-7.82914444126581,-10.9312558122732,0,0,-7.82914444126581,-10.9312558122732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3890.08721461187
2013,1,"WD","Mi",-4.1824018226399,22.4824018226399,0,505.458391714642,0,11363.9186671539,0,-5.41311843900509,-7.82914444126581,0,0,-5.41311843900509,-7.82914444126581,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3656.50388127854
2013,1,"WD","Do",-2.39723205040969,20.6972320504097,0,428.375414548506,0,8866.18535960089,0,-4.1824018226399,-5.41311843900509,0,0,-4.1824018226399,-5.41311843900509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3605.79554794521
2013,2,"WD","Fr",-0.800731754038828,19.1007317540388,0,364.837953539747,0,6968.67188425516,0,-2.39723205040969,-4.1824018226399,0,0,-2.39723205040969,-4.1824018226399,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2815.87888127854
2013,2,"WE","Sa",-0.67525174870617,18.9752517487062,0,360.060178926777,0,6832.23253981981,0,-0.800731754038828,-2.39723205040969,0,0,-0.800731754038828,-2.39723205040969,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1824.75388127854
2013,2,"WE","So",0.697940486986771,17.6020595130132,0,309.83249909966,0,5453.6900882178,0,-0.67525174870617,-0.800731754038828,0,0,-0.67525174870617,-0.800731754038828,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1238.29554794521
2013,2,"WD","Mo",-1.70494543836979,20.0049454383698,0,400.197841992152,0,8005.93599360635,0,0.697940486986771,-0.67525174870617,0,0,0.697940486986771,-0.67525174870617,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2592.92054794521
2013,2,"WD","Di",-1.49679218784997,19.79679218785,0,391.912980928918,0,7758.61983917062,0,-1.70494543836979,0.697940486986771,0,0,-1.70494543836979,0.697940486986771,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2669.50388127854
2013,2,"WD","Mi",-0.438273067481729,18.7382730674817,0,351.122877551511,0,6579.43635980014,0,-1.49679218784997,-1.70494543836979,0,0,-1.49679218784997,-1.70494543836979,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2438.62888127854
2013,2,"WD","Do",0.27730379637445,18.0226962036256,0,324.817578448179,0,5854.08853796889,0,-0.438273067481729,-1.49679218784997,0,0,-0.438273067481729,-1.49679218784997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2626.92054794521
2013,2,"WD","Fr",0.304939776974293,17.9950602230257,0,323.822192430322,0,5827.19985433586,0,0.27730379637445,-0.438273067481729,0,0,0.27730379637445,-0.438273067481729,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2321.87888127854
2013,2,"WE","Sa",-0.773197449183137,19.0731974491831,0,363.786860935526,0,6938.57862804178,0,0.304939776974293,0.27730379637445,0,0,0.304939776974293,0.27730379637445,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1569.54554794521
2013,2,"WE","So",-1.87578184883428,20.1757818488343,0,407.062173211751,0,8212.7976056327,0,-0.773197449183137,0.304939776974293,0,0,-0.773197449183137,0.304939776974293,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,947.962214611873
2013,2,"WD","Mo",-1.37053396961613,19.6705339696161,0,386.929906649822,0,7611.11787261569,0,-1.87578184883428,-0.773197449183137,0,0,-1.87578184883428,-0.773197449183137,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2576.46221461187
2013,2,"WD","Di",-2.22176802936425,20.5217680293643,0,421.142963051037,0,8642.59819493256,0,-1.37053396961613,-1.87578184883428,0,0,-1.37053396961613,-1.87578184883428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2737.42054794521
2013,2,"WD","Mi",-1.62977606271225,19.9297760627122,0,397.195973909858,0,7916.02681303431,0,-2.22176802936425,-1.37053396961613,0,0,-2.22176802936425,-1.37053396961613,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2569.67054794521
2013,2,"WD","Do",-1.63529549846869,19.9352954984687,0,397.416006611266,0,7922.60552761699,0,-1.62977606271225,-2.22176802936425,0,0,-1.62977606271225,-2.22176802936425,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2606.21221461187
2013,2,"WD","Fr",-2.53137647416279,20.8313764741628,0,433.946245808303,0,9039.69761598236,0,-1.63529549846869,-1.62977606271225,0,0,-1.63529549846869,-1.62977606271225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2497.50388127854
2013,2,"WE","Sa",-3.74013028855314,22.0401302885531,0,485.767343136398,0,10706.3755326504,0,-2.53137647416279,-1.63529549846869,0,0,-2.53137647416279,-1.63529549846869,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2063.04554794521
2013,2,"WE","So",-5.01343487277157,23.3134348727716,0,543.516245566962,0,12671.2305933187,0,-3.74013028855314,-2.53137647416279,0,0,-3.74013028855314,-2.53137647416279,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1474.79554794521
2013,2,"WD","Mo",-5.90960338835909,24.2096033883591,0,586.104896221648,0,14189.3670815015,0,-5.01343487277157,-3.74013028855314,0,0,-5.01343487277157,-3.74013028855314,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3112.08721461187
2013,2,"WD","Di",-5.13004796148924,23.4300479614892,0,548.967147477686,0,12862.3265946841,0,-5.90960338835909,-5.01343487277157,0,0,-5.90960338835909,-5.01343487277157,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3237.87888127854
2013,2,"WD","Mi",-2.54979479291165,20.8497947929116,0,434.713942906526,0,9063.69650321851,0,-5.13004796148924,-5.90960338835909,0,0,-5.13004796148924,-5.90960338835909,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2997.71221461187
2013,2,"WD","Do",-2.44398927318681,20.7439892731868,0,430.31309096609,0,8926.4101431124,0,-2.54979479291165,-5.13004796148924,0,0,-2.54979479291165,-5.13004796148924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2899.67054794521
2013,2,"WD","Fr",-2.20767814483341,20.5076781448334,0,420.564862892078,0,8624.80884721671,0,-2.44398927318681,-2.54979479291165,0,0,-2.44398927318681,-2.54979479291165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2720.75388127854
2013,2,"WE","Sa",-2.92238677019806,21.2223867701981,0,450.389700223878,0,9558.34441546474,0,-2.20767814483341,-2.44398927318681,0,0,-2.20767814483341,-2.44398927318681,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1663.25388127854
2013,2,"WE","So",-3.59456599370822,21.8945659937082,0,479.372020052845,0,10495.6423285842,0,-2.92238677019806,-2.20767814483341,0,0,-2.92238677019806,-2.20767814483341,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1066.08721461187
2013,2,"WD","Mo",-2.409593053258,20.709593053258,0,428.887244431552,0,8882.08029791064,0,-3.59456599370822,-2.92238677019806,0,0,-3.59456599370822,-2.92238677019806,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2375.12888127854
2013,2,"WD","Di",-2.82798656729038,21.1279865672904,0,446.391816387603,0,9431.36030038565,0,-2.409593053258,-3.59456599370822,0,0,-2.409593053258,-3.59456599370822,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2205.37888127854
2013,2,"WD","Mi",-3.04933120701834,21.3493312070183,0,455.793942986967,0,9730.89585098154,0,-2.82798656729038,-2.409593053258,0,0,-2.82798656729038,-2.409593053258,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2085.79554794521
2013,2,"WD","Do",-0.805830632207326,19.1058306322073,0,365.032764146592,0,6974.25416699124,0,-3.04933120701834,-2.82798656729038,0,0,-3.04933120701834,-2.82798656729038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1855.75388127854
2013,3,"WD","Fr",0.407025955180467,17.8929740448195,0,320.158520168586,0,5728.5880916043,0,-0.805830632207326,-3.04933120701834,0,0,-0.805830632207326,-3.04933120701834,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1755.17054794521
2013,3,"WE","Sa",-0.790895016367051,19.0908950163671,0,364.462272525948,0,6957.91098221949,0,0.407025955180467,-0.805830632207326,0,0,0.407025955180467,-0.805830632207326,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1182.04554794521
2013,3,"WE","So",-0.350737260747007,18.650737260747,0,347.850000369417,0,6487.65896304073,0,-0.790895016367051,0.407025955180467,0,0,-0.790895016367051,0.407025955180467,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,590.50388127854
2013,3,"WD","Mo",-3.20190287403328,21.5019028740333,0,462.331827204361,0,9941.01404412252,0,-0.350737260747007,-0.790895016367051,0,0,-0.350737260747007,-0.790895016367051,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2259.08721461187
2013,3,"WD","Di",-5.15384511124571,23.4538451112457,0,550.082850502304,0,12901.5579740336,0,-3.20190287403328,-0.350737260747007,0,0,-3.20190287403328,-0.350737260747007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2708.00388127854
2013,3,"WD","Mi",-1.07754642080094,19.3775464208009,0,375.489305290295,0,7276.06144377695,0,-5.15384511124571,-3.20190287403328,0,0,-5.15384511124571,-3.20190287403328,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2416.37888127854
2013,3,"WD","Do",2.00703455736257,16.2929654426374,0,265.460722914977,0,4325.14238483125,0,-1.07754642080094,-5.15384511124571,0,0,-1.07754642080094,-5.15384511124571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1900.21221461187
2013,3,"HD","Fr",0.0236887437681805,18.2763112562318,0,334.023553134666,0,6104.71842400162,0,2.00703455736257,-1.07754642080094,0,0,2.00703455736257,-1.07754642080094,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,504.837214611873
2013,3,"WE","Sa",-1.46308900459063,19.7630890045906,0,390.579687003371,0,7719.06111763274,0,0.0236887437681805,2.00703455736257,0,0,0.0236887437681805,2.00703455736257,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,899.962214611873
2013,3,"WE","So",0.249525615844039,18.050474384156,0,325.819625493071,0,5881.198803818,0,-1.46308900459063,0.0236887437681805,0,0,-1.46308900459063,0.0236887437681805,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,853.045547945207
2013,3,"WD","Mo",-0.330254229070047,18.63025422907,0,347.086372639782,0,6466.30736172484,0,0.249525615844039,-1.46308900459063,0,0,0.249525615844039,-1.46308900459063,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2267.17054794521
2013,3,"WD","Di",-2.29888565238121,20.5988856523812,0,424.314090119877,0,8740.3974230735,0,-0.330254229070047,0.249525615844039,0,0,-0.330254229070047,0.249525615844039,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2575.96221461187
2013,3,"WD","Mi",-0.015347811806116,18.3153478118061,0,335.451965467431,0,6143.91942168996,0,-2.29888565238121,-0.330254229070047,0,0,-2.29888565238121,-0.330254229070047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2665.58721461187
2013,3,"WD","Do",2.43171412548674,15.8682858745133,0,251.802496595277,0,3995.67399989004,0,-0.015347811806116,-2.29888565238121,0,0,-0.015347811806116,-2.29888565238121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2500.54554794521
2013,3,"WD","Fr",3.16080249083089,15.1391975091691,0,229.195301221632,0,3469.83293336779,0,2.43171412548674,-0.015347811806116,0,0,2.43171412548674,-0.015347811806116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1880.33721461187
2013,3,"WE","Sa",-3.19495799792835,21.4949579979284,0,462.033219332704,0,9931.38464320416,0,3.16080249083089,2.43171412548674,0,0,3.16080249083089,2.43171412548674,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1361.33721461187
2013,3,"WE","So",-4.96885311158601,23.268853111586,0,541.439525128566,0,12598.6767790235,0,-3.19495799792835,3.16080249083089,0,0,-3.19495799792835,3.16080249083089,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,905.00388127854
2013,3,"WD","Mo",-3.78118340272149,22.0811834027215,0,487.578660464623,0,10766.3138249726,0,-4.96885311158601,-3.19495799792835,0,0,-4.96885311158601,-3.19495799792835,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2245.08721461187
2013,3,"WD","Di",0.380727156875063,17.9192728431249,0,321.100339226355,0,5753.88458861699,0,-3.78118340272149,-4.96885311158601,0,0,-3.78118340272149,-4.96885311158601,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2610.25388127854
2013,3,"WD","Mi",1.7092094775391,16.5907905224609,0,275.254330160178,0,4566.68693208781,0,0.380727156875063,-3.78118340272149,0,0,0.380727156875063,-3.78118340272149,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2086.25388127854
2013,3,"WD","Do",1.76387963728351,16.5361203627165,0,273.443276650247,0,4521.69093506407,0,1.7092094775391,0.380727156875063,0,0,1.7092094775391,0.380727156875063,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1774.21221461187
2013,3,"WD","Fr",0.976636872187789,17.3233631278122,0,300.098910058044,0,5198.72239319614,0,1.76387963728351,1.7092094775391,0,0,1.76387963728351,1.7092094775391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2118.46221461187
2013,3,"WE","Sa",-3.51221190071924,21.8122119007192,0,475.772588001878,0,10377.6525060505,0,0.976636872187789,1.76387963728351,0,0,0.976636872187789,1.76387963728351,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1367.25388127854
2013,3,"WE","So",-6.74069809687197,25.040698096872,0,627.036561178688,0,15701.4332241764,0,-3.51221190071924,0.976636872187789,0,0,-3.51221190071924,0.976636872187789,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1279.42054794521
2013,3,"WD","Mo",-6.01442021815939,24.3144202181594,0,591.191030545238,0,14374.4671458836,0,-6.74069809687197,-3.51221190071924,0,0,-6.74069809687197,-3.51221190071924,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2847.42054794521
2013,3,"WD","Di",-5.25500775817761,23.5550077581776,0,554.838390487807,0,13069.2225924751,0,-6.01442021815939,-6.74069809687197,0,0,-6.01442021815939,-6.74069809687197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3085.29554794521
2013,3,"WD","Mi",-4.41774093102502,22.717740931025,0,516.095753009169,0,11724.5296124646,0,-5.25500775817761,-6.01442021815939,0,0,-5.25500775817761,-6.01442021815939,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2880.29554794521
2013,3,"WD","Do",-4.49701281756788,22.7970128175679,0,519.703793404354,0,11847.6940395777,0,-4.41774093102502,-5.25500775817761,0,0,-4.41774093102502,-5.25500775817761,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2771.25388127854
2013,3,"WD","Fr",-2.85509990890322,21.1550999089032,0,447.538252155677,0,9467.71643740924,0,-4.49701281756788,-4.41774093102502,0,0,-4.49701281756788,-4.41774093102502,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2526.54554794521
2013,3,"WE","Sa",0.74008274837327,17.5599172516267,0,308.350693883978,0,5414.61266908431,0,-2.85509990890322,-4.49701281756788,0,0,-2.85509990890322,-4.49701281756788,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1488.29554794521
2013,3,"WE","So",4.1154332505333,14.1845667494667,0,201.201933870076,0,2853.96226110188,0,0.74008274837327,-2.85509990890322,0,0,0.74008274837327,-2.85509990890322,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,231.420547945207
2013,4,"WD","Mo",5.95101603439258,12.3489839656074,0,152.497404982829,0,1883.18800892969,0,4.1154332505333,0.74008274837327,0,0,4.1154332505333,0.74008274837327,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,721.75388127854
2013,4,"WD","Di",4.12381833459449,14.1761816654055,0,200.964126610579,0,2848.90396706112,0,5.95101603439258,4.1154332505333,0,0,5.95101603439258,4.1154332505333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,763.62888127854
2013,4,"WD","Mi",4.66563259907844,13.6343674009216,0,185.895974423313,0,2534.57401363978,0,4.12381833459449,5.95101603439258,0,0,4.12381833459449,5.95101603439258,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,807.87888127854
2013,4,"WD","Do",6.09573345556371,12.2042665444363,0,148.944121887647,0,1817.75376374385,0,4.66563259907844,4.12381833459449,0,0,4.66563259907844,4.12381833459449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,848.50388127854
2013,4,"WD","Fr",7.34367446000639,10.9563255399936,0,120.041069338316,0,1315.20903383953,0,6.09573345556371,4.66563259907844,0,0,6.09573345556371,4.66563259907844,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,392.87888127854
2013,4,"WE","Sa",6.0001977049796,12.2998022950204,0,151.285136496589,0,1860.77726908322,0,7.34367446000639,6.09573345556371,0,0,7.34367446000639,6.09573345556371,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-343.912785388127
2013,4,"WE","So",2.60231818928756,15.6976818107124,0,246.417214230372,0,3868.17902167051,0,6.0001977049796,7.34367446000639,0,0,6.0001977049796,7.34367446000639,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-811.12111872146
2013,4,"WD","Mo",1.76509711127506,16.5349028887249,0,273.403013539564,0,4520.69227836141,0,2.60231818928756,6.0001977049796,0,0,2.60231818928756,6.0001977049796,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1080.17054794521
2013,4,"WD","Di",3.54688908267769,14.7531109173223,0,217.654281738815,0,3211.07776012285,0,1.76509711127506,2.60231818928756,0,0,1.76509711127506,2.60231818928756,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1173.00388127854
2013,4,"WD","Mi",5.0757357427866,13.2242642572134,0,174.881165144612,0,2312.67474148173,0,3.54688908267769,1.76509711127506,0,0,3.54688908267769,1.76509711127506,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1021.79554794521
2013,4,"WD","Do",5.82618306295418,12.4738169370458,0,155.596108978931,0,1940.87737951981,0,5.0757357427866,3.54688908267769,0,0,5.0757357427866,3.54688908267769,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,819.420547945207
